link,name,actual_price,averageRating,fiveStarRatingCount,fourStarRatingCount,threeStarRatingCount,twoStarRatingCount,oneStarRatingCount,uniqId
https://www.flipkart.com/zebronics-zeb-thunder-bluetooth-headset/p/itmfcfd68516d7da,ZEBRONICS ZEB-THUNDER Bluetooth Headset,₹771,4,"22,341","9,884","5,163","2,001","4,089",3e7fefaa-26f2-5def-adcc-e15d9406cdb0
https://www.flipkart.com/whirlpool-200-l-direct-cool-single-door-5-star-refrigerator-base-drawer/p/itmb4b8fcf1cf1cd,Whirlpool 200 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹15,490",4.4,"1,216",523,106,34,77,3caf973a-5f27-5cc7-8db0-8d30240322b6
https://www.flipkart.com/boult-audio-air-bass-free-pods-bluetooth-headset/p/itmb38eb14154191,Boult Audio Air Bass Free Pods Bluetooth Headset,"₹1,799",3.6,"27,903","13,033","8,194","4,845","11,857",c4dcd7b3-5110-5bc5-b069-ae592669c0c9
https://www.flipkart.com/vivo-v5-crown-gold-32-gb/p/itmes3r78cv5ensa,"vivo V5 (Crown gold, 32 GB)","₹17,980",4.3,"4,621","1,816",607,228,477,9f5d16ba-f240-5106-8f51-a6f2cfe120a7
https://www.flipkart.com/samsung-evo-plus-64-gb-microsdxc-class-10-95-mb-s-memory-card/p/itm466d58b7a666b,SAMSUNG EVO Plus 64 GB MicroSDXC Class 10 95 MB/s  Memory Card,₹639,4.3,"43,288","19,580","5,739","1,521","3,054",32bdbe6e-c8b9-52a2-8c62-8b88a2edbb87
https://www.flipkart.com/skullcandy-ink-d-headset-mic/p/itm8c8b68f07a500,Skullcandy Ink'd Headset with mic,₹999,4,"87,643","41,556","16,487","7,956","20,829",acf6b40b-0378-5d57-8392-c653bad422ff
https://www.flipkart.com/dell-ms-116-wired-optical-mouse/p/itmekm2ggehfhfaw,DELL MS 116 Wired Optical Mouse,₹289,4.4,"40,140","17,154","4,495","1,127","2,215",0d009db8-1eea-511f-a223-38c67666e10a
https://www.flipkart.com/whirlpool-200-l-direct-cool-single-door-5-star-refrigerator-base-drawer/p/itmb4b8fcf1cf1cd,Whirlpool 200 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹15,490",4.4,"1,216",523,106,34,77,08f77dfe-c2e3-5c9f-b1ba-92e3ef944b14
https://www.flipkart.com/zebronics-zeb-thunder-bluetooth-headset/p/itmfcfd68516d7da,ZEBRONICS ZEB-THUNDER Bluetooth Headset,₹771,4,"22,341","9,884","5,163","2,001","4,089",3e4c79b6-7bd5-5354-bf33-d2cf4a2ae677
https://www.flipkart.com/boult-audio-air-bass-free-pods-bluetooth-headset/p/itmb38eb14154191,Boult Audio Air Bass Free Pods Bluetooth Headset,"₹1,799",3.6,"27,903","13,033","8,194","4,845","11,857",2ce0eb0a-15be-5c66-905d-581b375030c2
https://www.flipkart.com/vivo-v5-crown-gold-32-gb/p/itmes3r78cv5ensa,"vivo V5 (Crown gold, 32 GB)","₹17,980",4.3,"4,621","1,816",607,228,477,beefb037-7f7b-5b64-af1e-4251a0370bfe
https://www.flipkart.com/samsung-evo-plus-64-gb-microsdxc-class-10-95-mb-s-memory-card/p/itm466d58b7a666b,SAMSUNG EVO Plus 64 GB MicroSDXC Class 10 95 MB/s  Memory Card,₹639,4.3,"43,288","19,580","5,739","1,521","3,054",9911475f-5fcb-56af-91ef-80206c955899
https://www.flipkart.com/skullcandy-ink-d-headset-mic/p/itm8c8b68f07a500,Skullcandy Ink'd Headset with mic,₹999,4,"87,643","41,556","16,487","7,956","20,829",709d0f65-9e82-586a-b72e-fa6271ee500d
